cliente_id,nombre,segmento,score_credito,fecha_alta,ciudad
4537,Monica Burgess,silver,459,2022-12-16,West Robertberg
4538,Amy Ramos,gold,535,2024-12-04,Lake Angela
4539,Karen Dominguez,bronze,433,2021-04-19,Karifort
4540,Sherri Fischer,bronze,813,2023-04-12,East Ruthborough
4541,Darrell Beck,gold,465,2022-03-30,New Steven
4542,Paul Ellis,gold,690,2025-11-23,Lake Charles
4543,Donald Rodriguez,silver,829,2024-11-08,Shaunbury
4544,Taylor Moore,silver,697,2026-01-19,Port Kevinside
4545,Danny Davidson,gold,453,2022-01-14,South Yolanda
4546,Daniel Hall,silver,803,2025-02-25,Andrewborough
4547,Nicholas Russell,gold,827,2022-09-26,Stevemouth
4548,Judith Sutton,silver,746,2021-10-14,East Richardfort
4549,Lauren Thomas,gold,749,2025-04-12,Higginsville
4550,Jennifer Lee,silver,332,2022-12-18,New Samanthastad
4551,Angela Turner,bronze,475,2021-09-20,North Karenville
4552,Michelle Green,silver,810,2025-07-18,Ronaldstad
4553,Edgar Wilson,silver,410,2021-07-28,Carolinemouth
4554,Alexandra Berry,bronze,503,2021-09-03,Lake Robert
4555,Donald Rodriguez,bronze,569,2023-03-10,New Michael
4556,Andrew Burch,silver,511,2022-08-19,New Barrytown
4557,Laura Rose,gold,587,2025-02-02,Angelastad
4558,Joanna Vargas,bronze,691,2023-08-28,Lopezfurt
4559,Dawn Riley,silver,465,2021-11-26,Christophertown
4560,Chris May,silver,443,2022-06-14,Bowerston
4561,Mark Brown,bronze,351,2025-04-17,West Anthony
4562,Jennifer Hays,gold,779,2022-08-10,Walkerland
4563,Jill Harvey,gold,801,2025-05-13,New Dianetown
4564,Laura Murphy,bronze,825,2023-01-09,New Thomasport
4565,Regina Flores,silver,617,2022-12-06,North Jamiehaven
4566,Richard Charles,bronze,606,2021-08-01,Adamland
4567,Nicholas Ryan,silver,729,2022-07-15,Mccannchester
4568,John Reyes,silver,538,2023-07-30,North Chloemouth
4569,Jeffrey Harris,silver,841,2024-06-12,West Colleen
4570,Barbara Lopez,gold,635,2022-10-20,North Javier
4571,Jessica Shaw,silver,638,2024-04-07,Rodriguezland
4572,Ashley White,bronze,406,2024-07-31,Christinehaven
4573,Debra Conrad,gold,755,2025-10-11,Douglasberg
4574,Laurie Blankenship,bronze,600,2021-05-26,Lake Carlos
4575,James Cook,bronze,384,2023-03-27,South Arthur
4576,Megan Schmidt,silver,415,2023-08-21,Lake Brandon
4577,Gary Nolan,silver,622,2022-07-14,Walterfurt
4578,Paul Hill,silver,488,2024-02-14,East Spencerborough
4579,Matthew Weiss,gold,814,2023-12-28,Ryanmouth
4580,Samantha Reyes,bronze,464,2022-02-07,Hamptonfurt
4581,Anthony Villa,bronze,395,2022-09-24,Williamhaven
4582,Michael Smith,gold,583,2022-09-21,Shirleyside
4583,Amber Hill,silver,805,2021-12-10,Brooksstad
4584,Aimee Morris DDS,gold,560,2023-11-17,West Rhonda
4585,Stephanie Perkins DVM,bronze,507,2022-10-27,South Kelli
4586,Laura Soto,bronze,316,2022-07-14,North Michael
4587,Sonya Lamb,bronze,800,2024-09-16,West Jonathonhaven
4588,Jason Archer,gold,741,2023-11-02,New Lindashire
4589,Mrs. Tammy Gonzales MD,bronze,772,2022-03-09,Owensport
4590,Miss Katherine Hall,bronze,795,2023-03-10,Wilsonfurt
4591,Willie Nelson,gold,489,2024-01-12,New Melissaburgh
4592,Curtis Dawson,silver,407,2022-04-06,North Dustinville
4593,Abigail Beck,bronze,548,2023-01-13,Lake Ruth
4594,Pamela Jones,bronze,659,2024-01-13,Diazberg
4595,Brandy Hernandez,silver,365,2022-06-15,Millerton
4596,James Rodriguez,silver,595,2024-11-21,Lake Thomasfort
4597,Thomas Edwards,silver,512,2026-02-27,Port Robert
4598,Scott Ali,silver,700,2021-04-30,North Bethanyburgh
4599,Anthony Cannon,bronze,591,2024-10-12,Donaldview
4600,Angela Peterson,gold,624,2021-12-04,Elizabethfort
4601,Veronica Jackson,bronze,829,2022-10-20,Lake Cameron
4602,Johnny Greene,silver,348,2022-06-23,Port Jeffrey
4603,Michael Rojas,gold,787,2025-06-23,Rebeccaton
4604,Shawn Beltran,bronze,372,2026-01-16,Stephaniefort
4605,Jenny Sanchez,gold,704,2023-08-12,North Victorport
4606,Julie Ferrell,gold,692,2022-10-09,Raychester
4607,Brian Martinez,gold,750,2024-11-18,East Laurenchester
4608,Robert Schmidt,silver,642,2025-04-10,Wrighttown
4609,Bruce Sanders,bronze,659,2023-05-27,South Nathanstad
4610,Dana Odonnell MD,silver,375,2021-04-22,Rasmussenborough
4611,Jack Nichols,silver,800,2021-10-15,Shawhaven
4612,Tracy Li,bronze,347,2025-09-01,Williamsstad
4613,Brooke Koch,bronze,694,2023-03-27,North Phillipfurt
4614,Cody Castro,bronze,638,2024-12-20,Turnershire
4615,Gary Booth,gold,614,2023-06-29,Sarahton
4616,Morgan Garcia,gold,439,2022-05-21,West Matthew
4617,William Moreno,silver,487,2021-07-11,Williamsfort
4618,Barbara Adkins,gold,516,2025-04-17,Port Shane
4619,Jennifer Simon,silver,727,2022-04-14,East Lindahaven
4620,Whitney Roberts,silver,302,2025-04-19,North Ashleyport
4621,Danny Pierce,gold,838,2023-10-31,Moodychester
4622,Alejandro Melendez,bronze,765,2025-12-13,Port Veronicaberg
4623,Calvin Miller,bronze,751,2023-11-24,West Kevin
4624,Chelsea Bailey,gold,805,2023-11-14,Ellenshire
4625,Cameron Lamb,silver,517,2024-12-02,North Andrew
4626,Ms. Heather Chan,bronze,515,2024-01-28,Blackchester
4627,Cheryl Frey,silver,547,2025-06-06,Meyersfort
4628,Trevor Coleman,bronze,831,2024-07-31,Reyesview
4629,Edward Curtis,gold,750,2024-11-08,East Tanya
4630,Paige Brown,bronze,791,2022-09-28,North Rhonda
4631,Michael Hoffman,bronze,505,2024-09-05,Payneshire
4632,Marisa Jenkins,gold,720,2021-06-27,Lake Benjaminburgh
4633,Jill Whitehead,silver,383,2021-04-20,Port Brandon
4634,Susan Henderson,gold,746,2024-01-07,Ericahaven
4635,Regina Moody,silver,375,2024-09-26,Leeborough
4636,Andrea Harrison,bronze,732,2026-02-14,Port Whitneyside
4637,Lori Gonzalez,silver,725,2022-10-12,Keithview
4638,Jeremy Baker,gold,356,2023-04-18,Sarahberg
4639,David Clay,bronze,578,2025-03-16,Jenniferfort
4640,Alicia Daniel,bronze,839,2024-08-29,Thomasport
4641,Brenda Clark,silver,483,2022-12-19,Lake Michael
4642,Andrew Morris,silver,360,2026-01-31,New Troymouth
4643,Jacqueline Webb,silver,833,2024-07-25,Port Christopherfurt
4644,Gerald Lee,bronze,699,2023-10-27,Obrienton
4645,Carrie Brown,silver,376,2026-02-26,Catherinestad
4646,Cheryl Moore,bronze,729,2024-07-11,Stephensonfurt
4647,Brittany Rowe,gold,418,2025-08-02,New Dustinberg
4648,Marvin Estes,bronze,417,2021-08-10,Carrollfort
4649,Mary Rivas,silver,559,2025-10-19,New Craig
4650,Emily Lowe,bronze,428,2022-07-08,Rothhaven
4651,Edward Smith,silver,685,2025-03-28,Elliottshire
4652,Terry Ayers,gold,782,2024-07-14,Amandaberg
4653,Dawn Thomas,bronze,505,2023-01-14,Bartlettview
4654,Alexa Little,gold,311,2021-03-25,East Brent
4655,Lori Dillon,bronze,514,2023-05-11,Meredithborough
4656,Johnny Hughes,bronze,717,2023-09-18,Bondhaven
4657,Sharon Dunn,silver,699,2023-06-25,Bradytown
4658,Sierra Johnson,silver,606,2023-10-20,Lake Davidfurt
4659,Mary Riddle,bronze,414,2025-02-04,Thomasmouth
4660,Katherine Roth,bronze,740,2025-04-18,Schwartzside
4661,Melanie Ross,bronze,765,2026-01-15,Lake Daniel
4662,Shannon Francis,gold,806,2021-05-01,Castillotown
4663,Duane Howell,gold,305,2022-02-23,Sarahton
4664,Robert Harris,gold,329,2025-07-29,Port Robert
4665,Michael Clark,bronze,761,2023-02-12,Thompsonfort
4666,Lisa Hall,bronze,327,2021-12-04,Smithshire
4667,Sandra Nunez,gold,543,2023-03-28,Robertburgh
4668,Caroline Gray,gold,619,2021-07-24,Taylorside
4669,John Jones,silver,772,2025-06-10,East Caleb
4670,Cassandra Romero,bronze,400,2023-06-25,Mathewsfurt
4671,Michelle Stanley,bronze,446,2021-04-20,Melissafurt
4672,John Mcgee,bronze,438,2024-02-06,South Marystad
4673,Danielle Clark,gold,470,2025-04-13,West Joannaside
4674,Brandon Black,bronze,519,2022-10-02,West Matthewfort
4675,Robert Clarke,silver,606,2023-04-05,North Jessicaland
4676,Jennifer Koch,bronze,672,2021-04-16,Kaufmanfort
4677,Andrew Mitchell,silver,707,2021-04-27,Port Brittanytown
4678,Tanya Patterson,silver,833,2021-12-25,East Thomasshire
4679,Samantha Murphy,bronze,808,2021-08-04,Port Taraville
4680,Matthew Howard,silver,787,2023-05-18,North Catherinetown
4681,Rebecca Johnson,silver,609,2021-06-16,Nielsenstad
4682,Regina Mendoza,bronze,672,2022-08-24,West Julia
4683,Christina Jenkins,silver,444,2021-08-25,Nicholasfurt
4684,Ms. Molly Sutton MD,gold,524,2025-03-09,East Jasmine
4685,Richard White,gold,342,2022-09-04,Garcialand
4686,Brendan Smith,bronze,816,2022-04-27,East Chelseamouth
4687,Sarah Hall,silver,710,2021-08-11,Hollyfurt
4688,Hector Ellis,gold,329,2022-05-08,Nataliebury
4689,Christopher Fletcher,bronze,609,2024-10-27,Juanchester
4690,Jennifer Mercado,silver,767,2025-02-24,Gregoryton
4691,Juan Clayton,silver,807,2021-11-18,Hawkinsstad
4692,Victoria Morgan,bronze,374,2023-06-15,South Rhonda
4693,James Gomez,gold,728,2021-08-24,New Christine
4694,Melinda Thomas,silver,726,2026-01-01,Rachelmouth
4695,Tracy Johnson,bronze,749,2021-04-25,Grayville
4696,Rachel Adams,silver,353,2024-10-02,North Christopher
4697,Jessica Young,gold,311,2021-10-01,East William
4698,Melissa Vaughn,silver,660,2021-04-05,Josephland
4699,Diane Phillips,bronze,605,2024-02-10,Lake Madeline
4700,Michelle Rios,silver,562,2022-08-02,Jesuschester
4701,Jack Davis,silver,375,2022-04-08,West Gregoryhaven
4702,Andrew Mcgrath,bronze,399,2024-12-15,West Christian
4703,William Pineda,bronze,302,2023-03-26,East Gabrieltown
4704,Crystal Hill,gold,770,2025-01-12,Port Brian
4705,Samantha Young,bronze,506,2025-01-18,East Danielside
4706,Kenneth Davis,gold,414,2022-12-30,Zimmermanport
4707,Derek Esparza,silver,382,2021-07-17,West Lee
4708,Darrell Mcintosh,bronze,453,2026-01-31,Lifort
4709,Jennifer Davidson,silver,490,2025-05-24,North Natasha
4710,Mike Cervantes,silver,710,2023-02-06,Marshport
4711,Linda Lee,gold,524,2024-02-24,Harringtonmouth
4712,Lisa Perry,silver,681,2023-08-04,Williamsborough
4713,Amy Martin,silver,815,2024-11-30,South Brandon
4714,Karen Lee MD,bronze,504,2025-06-02,Crystalhaven
4715,Dominique Barrett,gold,735,2025-04-19,Royhaven
4716,James Warren,bronze,576,2025-04-03,East Summerborough
4717,Nathan Johnson,bronze,768,2021-04-04,Liufort
4718,Kim Bruce,gold,323,2025-01-18,Travischester
4719,Michelle Williams,gold,396,2022-08-08,Parkerland
4720,Joseph Rodriguez,bronze,656,2025-05-24,West Anita
4721,Haley Phillips,silver,564,2022-05-16,Ninahaven
4722,Michelle Melton,bronze,724,2023-05-27,Port Andreaton
4723,Tammy Kelly,bronze,304,2025-08-27,North Christinemouth
4724,Joshua Berg,gold,757,2024-02-10,Emilyport
4725,Paula Riley,gold,413,2022-02-25,Brownfort
4726,Patrick Mills,gold,835,2025-06-09,South Nicholasview
4727,John May,gold,495,2025-04-02,Eddiefort
4728,Todd Barnes,bronze,538,2023-08-10,Spencerburgh
4729,Nicholas Rodriguez,silver,516,2026-01-26,Martinfurt
4730,Allison Tyler,silver,461,2024-10-09,Lake Michael
4731,Kelly Young,bronze,517,2024-12-14,Pattersonbury
4732,Alexandra Merritt,silver,326,2025-07-29,New Chelsea
4733,Roger Tucker,silver,496,2025-09-26,Kristinatown
4734,Brett Stevens,gold,546,2021-11-12,Brandonstad
4735,Christopher Howard,bronze,718,2023-09-28,Robertport
4736,Sara Morris,bronze,499,2025-05-05,New Kylestad
4737,Erin Gibson,gold,342,2025-10-31,Melaniestad
4738,James Haley,bronze,603,2022-11-02,Harrisshire
4739,Tina Hill,silver,517,2026-02-25,Lake Edwinbury
4740,David Lane,bronze,527,2022-04-08,East Karen
4741,Sara Fisher,silver,490,2021-03-09,Lewishaven
4742,Holly Gill,gold,337,2023-08-26,Nancystad
4743,Joseph Mcclure,bronze,734,2024-10-07,West Cindy
4744,Matthew Ramos,silver,503,2024-08-09,South Suzanneport
4745,Amber Scott,gold,669,2022-06-30,West Samuelville
4746,Anna Bradley,silver,739,2023-11-08,Garyport
4747,Erin Green,gold,832,2021-09-12,North Michael
4748,Gina Garcia,silver,551,2024-01-30,Patrickstad
4749,Diana Jordan,bronze,457,2021-05-07,North Michael
4750,Katelyn Patterson,silver,395,2026-02-21,West Diamond
4751,Sonya Coleman,gold,344,2023-05-29,Morrisonshire
4752,Casey Bates,bronze,647,2022-12-03,South Brianmouth
4753,Matthew Baker,bronze,635,2024-08-29,South Mary
4754,Raymond Hill,gold,694,2025-10-13,Youngstad
4755,Kenneth Jones,silver,674,2025-07-30,East Raymondberg
4756,Taylor Stone,gold,500,2025-01-20,East Brett
4757,Johnny Carter,silver,821,2025-12-09,Elizabethville
4758,Emily Lindsey,bronze,471,2021-06-24,South Jamie
4759,John Miller,silver,564,2025-04-29,Yangview
4760,Kristin Romero,gold,745,2025-09-15,South Catherine
4761,Carlos Murphy,gold,781,2023-10-04,North Christopher
4762,Lisa Cole MD,silver,718,2021-04-30,North Michelleburgh
4763,John Santana,gold,535,2024-12-04,Garyville
4764,Justin Colon,gold,566,2022-02-06,Jeremyfort
4765,Kelly Haley,silver,739,2025-10-24,Kirbymouth
4766,Amanda Pierce,silver,775,2025-04-01,South Amyview
4767,Stephen Rush,gold,825,2023-06-29,West Joeland
4768,Joe Rush,silver,618,2023-06-08,Haroldtown
4769,Rebecca Booth,bronze,466,2023-06-14,Lake Ryan
4770,Rachel Ramirez,bronze,756,2023-10-22,Port Shane
4771,Michelle Lee,silver,514,2025-07-08,West Anthonyport
4772,Jennifer Turner,gold,403,2024-07-29,East Sherryberg
4773,Tammy Davis,gold,810,2024-02-19,Quinnside
4774,Andrew Donaldson,silver,619,2024-06-27,West Amanda
4775,Mr. James Villegas MD,silver,493,2021-10-15,Port William
4776,Sheri Garrison,gold,447,2025-12-14,Hansenshire
4777,Abigail Khan,gold,797,2024-03-30,South Tyler
4778,Stephen Vasquez,bronze,673,2025-12-31,East Kelsey
4779,Bianca Benson,bronze,816,2022-04-09,Bauerport
4780,Heather Tran,silver,481,2024-11-20,West Marilyn
4781,Elizabeth Smith,bronze,655,2026-02-08,Comptonshire
4782,Kelly Hurst,silver,484,2021-07-28,New Ericview
4783,Bill George,silver,307,2022-05-24,Randallville
4784,Carrie Haynes,bronze,466,2022-12-24,New Phillip
4785,Mrs. Kimberly Vazquez,silver,350,2023-02-11,Cherylchester
4786,Lynn Stephenson,bronze,511,2025-03-17,Lake Stephen
4787,Angela Owens,silver,529,2023-03-24,West Prestonbury
4788,Christy Moore,bronze,522,2025-05-14,Lake Patricktown
4789,Laura Barry DVM,bronze,476,2023-04-27,South Jennifer
4790,Alexis Davis,bronze,816,2023-08-26,Meyerstown
4791,Michael Bartlett,bronze,601,2024-03-01,New Bettychester
4792,Heather Smith,gold,586,2022-06-05,Lake Susan
4793,Dr. Brandi Haney,bronze,799,2023-04-24,Marshallshire
4794,Keith Buck,silver,614,2025-10-21,Melissafort
4795,Jason Alvarez,silver,581,2022-12-18,Stephenstad
4796,Felicia Sherman,gold,302,2022-04-30,New Lynn
4797,Joshua Jones,silver,617,2021-04-12,South Kennethhaven
4798,Heather Thomas MD,gold,764,2023-09-15,Lake Tammystad
4799,Heather Jenkins,bronze,832,2025-11-15,North Jeremiahton
4800,Justin Vargas,gold,796,2024-11-03,Jasonton
4801,Brandon Mitchell,gold,700,2022-09-18,Lesliemouth
4802,Christian Gardner,gold,709,2024-02-12,North Anna
4803,Shawn Watts,bronze,478,2021-05-19,Port Matthewhaven
4804,Zachary Vasquez,bronze,631,2021-08-29,Timothymouth
4805,Samuel Townsend,gold,416,2024-12-15,Lake Jessicamouth
4806,Evan Jordan,gold,720,2024-01-19,Johnsonland
4807,Tamara Price,silver,408,2024-04-13,Pattersonshire
4808,Wanda Ellis,silver,510,2023-01-16,Aaronstad
4809,Mrs. Natalie Jones,bronze,358,2021-11-27,West Henry
4810,David Johnson,bronze,575,2024-05-16,New Kenneth
4811,Matthew Mason,bronze,789,2025-11-03,Port Victoriaview
4812,Whitney Odom,gold,607,2022-05-27,South Robert
4813,Bradley Nelson,silver,321,2025-05-22,Randyport
4814,Tracy Harrison,silver,612,2021-09-23,West Alan
4815,Karen Green,silver,649,2021-05-03,Jennifermouth
4816,Sabrina Johnson,gold,531,2023-08-05,North Stefanie
4817,Savannah Knight,gold,555,2023-11-07,South Tyler
4818,Alexandria Lucero,silver,346,2023-01-29,West Jacqueline
4819,Travis Cohen,bronze,705,2024-08-11,Jonathanfurt
4820,Kimberly Petersen,silver,459,2022-02-18,East Nicolefort
4821,Taylor White,silver,392,2026-02-18,Melissamouth
4822,Kevin Rivera,bronze,571,2025-07-22,Johnhaven
4823,Monique Watkins,gold,708,2024-06-30,Porterview
4824,Brent Kennedy,silver,705,2023-01-04,Lindseyburgh
4825,Jimmy French,gold,518,2025-04-17,North Richardside
4826,Brian Jackson,gold,539,2021-04-17,Kaylaton
4827,Sean Diaz,silver,628,2024-03-02,Sanchezbury
4828,Corey Watts,gold,619,2025-09-01,Dustinside
4829,Mark Orr,bronze,539,2021-05-31,Luisfurt
4830,Marc Carey,silver,842,2021-11-22,Browntown
4831,Paula Kline,bronze,569,2023-06-05,Michaelborough
4832,Edward Smith,silver,652,2021-08-07,West Seanstad
4833,Melissa Shelton,gold,812,2024-12-21,Gonzalezhaven
4834,Kathleen Ramirez,bronze,623,2022-08-13,East Michael
4835,Beth Berry,bronze,738,2021-06-06,Jonesbury
4836,Mrs. Janice Garcia,gold,658,2022-02-14,Delgadoview
4837,Steven Pittman,silver,388,2023-04-17,North Harry
4838,Pamela Johnston,silver,452,2025-09-25,New Kevinfurt
4839,Sharon Thomas,silver,422,2021-09-11,Chenchester
4840,Chelsea Oneill,silver,697,2023-05-20,North Angela
4841,Amber Nguyen,bronze,843,2022-05-27,Adkinsfort
4842,Stacy Smith,bronze,734,2025-12-05,Danielside
4843,Brian Peterson,silver,557,2025-09-19,Michaelbury
4844,Nicole Mcdonald,silver,301,2025-06-28,Sawyerborough
4845,Paul Colon,silver,532,2021-05-03,Port Christopher
4846,Cheyenne Mcbride,bronze,453,2021-12-01,South Erikview
4847,Jennifer Gutierrez,bronze,825,2022-12-04,West Crystal
4848,Victoria Martin,bronze,343,2024-06-05,South Fernandobury
4849,Brandi Gardner,silver,396,2025-02-21,West Emily
4850,Mariah Tate,bronze,451,2022-03-24,Port Stacyland
4851,Heather Thornton,bronze,597,2022-06-23,West Daniel
4852,Peggy Burton,gold,848,2022-01-05,East Austinton
4853,Joshua Johns,bronze,317,2024-02-09,Melaniemouth
4854,Megan Archer,bronze,533,2024-09-01,North Kathleenfurt
4855,Brett Jacobs,gold,602,2022-11-13,Olivershire
4856,Amber Rodgers,silver,441,2021-08-27,Campbellshire
4857,Clarence Morris,silver,419,2021-08-16,Gonzalezberg
4858,Claudia Nelson,bronze,306,2023-10-28,Samanthamouth
4859,Cody Reynolds,bronze,682,2024-11-09,East Catherinemouth
4860,Danny Stewart,silver,446,2025-12-01,Davidland
4861,Lori Marshall,gold,508,2022-12-09,Maryberg
4862,Cody Johnson,silver,756,2023-08-31,West Benjamin
4863,Noah Singh,gold,393,2022-03-24,East Jessicaville
4864,James Mays,bronze,342,2024-10-03,East Kelsey
4865,Jessica Cole,gold,470,2022-11-05,Lake William
4866,Matthew Yates,silver,443,2025-05-12,Lake Linda
4867,Maxwell Johnson,gold,443,2022-12-11,Port Michelestad
4868,Mr. Calvin Willis DVM,bronze,313,2021-10-06,Hortonberg
4869,Barbara Bell,gold,322,2023-02-09,South Ianhaven
4870,Jason Duncan,bronze,671,2026-01-28,Port Darrellborough
4871,Becky Lowe,gold,547,2025-06-05,Port Leonard
4872,Amanda Lynch,silver,698,2025-11-12,South Jessebury
4873,Adam Paul,bronze,703,2025-01-12,Heatherview
4874,Zachary Johnson,bronze,540,2025-02-07,North Ashleyberg
4875,Holly Barry,bronze,317,2021-05-13,Walkerville
4876,Jennifer Lee,bronze,812,2023-09-26,Boydborough
4877,Michael Jackson,silver,565,2024-12-15,North Chase
4878,Gabriel Sanchez,bronze,533,2024-04-27,Jenniferhaven
4879,Michael Henderson,bronze,491,2023-08-08,Lake Laurachester
4880,Janice Martinez,gold,404,2022-12-15,East John
4881,Louis Warren,bronze,372,2021-03-19,New Heatherfurt
4882,Christopher Hunt,bronze,568,2025-12-07,Smithshire
4883,Carol Phillips,silver,813,2022-01-15,East Danahaven
4884,Christopher Jones,bronze,830,2022-05-19,Humphreyland
4885,Daniel Baker,gold,526,2021-03-17,Christopherville
4886,Daniel Melendez,bronze,665,2022-09-11,Jenniferborough
4887,Shawn Hoffman,gold,419,2025-12-21,North Mary
4888,Rebecca Fernandez,bronze,390,2025-02-04,Jacksonshire
4889,Brittany Morris,gold,634,2025-11-20,Sarahfurt
4890,Courtney Young,bronze,383,2022-04-03,Jimmyland
4891,Tina Hammond,bronze,604,2025-07-15,Amandamouth
4892,Juan Wells,silver,306,2024-09-06,West Samanthaville
4893,Jane Jackson,silver,618,2021-03-19,East Joseph
4894,Ana Johnston,silver,719,2025-12-13,New Keithfurt
4895,Jason Shaw,gold,326,2026-01-08,Samanthamouth
4896,Christopher Hill,silver,477,2024-08-19,North Ryan
4897,Steven Livingston,silver,729,2021-11-15,South Scottton
4898,Jon Ferguson,silver,363,2025-10-18,Lake Matthew
4899,April Martin,silver,816,2022-12-08,Omarside
4900,Christian Carpenter,silver,616,2022-10-15,New Kathleen
4901,Mrs. Natalie Willis DVM,gold,748,2024-09-18,Lake Maureenstad
4902,Courtney Lyons,gold,477,2021-08-12,Ramirezmouth
4903,Mary Sanchez,gold,688,2021-11-18,North Elizabeth
4904,Katie Williams,silver,450,2025-07-25,East Stacy
4905,Anthony Romero,gold,730,2024-07-28,Osbornside
4906,Katrina Cook,silver,833,2024-08-08,South Robinburgh
4907,Linda Harrison,silver,311,2021-04-24,West Larryfurt
4908,Susan Warren,bronze,552,2023-01-31,Annaborough
4909,Samantha Flynn,silver,765,2022-04-21,Aaronchester
4910,Gina Meza,bronze,387,2022-12-15,Adamtown
4911,Kimberly Stokes,bronze,614,2025-02-11,Port Evelyn
4912,Jesse Perry,bronze,770,2021-04-02,East Teresaville
4913,Stephanie Stephens,gold,721,2023-01-11,Piercefort
4914,Dr. Michael Turner MD,gold,720,2024-01-05,Josephview
4915,Julia Turner,silver,589,2025-03-12,Port Michael
4916,James Santos,gold,839,2025-04-10,Conwayport
4917,Jonathan Schwartz,silver,402,2021-11-04,Kyleland
4918,Omar Stout,silver,640,2024-07-20,West Heatherbury
4919,Jacob Matthews,bronze,426,2025-11-21,South Christopher
4920,Victoria Rowe,bronze,765,2025-11-28,Walterland
4921,Ashley Hawkins,bronze,840,2024-04-22,Port Michaelstad
4922,Sharon Duran,bronze,411,2022-04-14,East Jeffreyfurt
4923,Kyle Stewart,silver,699,2022-08-09,Andreastad
4924,Albert Shaw,bronze,736,2024-04-16,Kellymouth
4925,Jeremy Fleming,gold,556,2021-06-14,Robertostad
4926,Kelly Stewart,silver,766,2026-01-09,West Jack
4927,Justin Christensen,bronze,787,2021-04-26,South Ryanhaven
4928,Michael Lewis,gold,570,2021-10-15,New Mariahbury
4929,Michael Howell,gold,713,2021-09-06,Lake Teresamouth
4930,Gloria Francis,bronze,726,2021-11-12,Lake Juan
4931,Lauren Snyder,gold,310,2024-08-24,North Nicoleshire
4932,Sandra Hughes,silver,490,2025-11-12,Lake Meghan
4933,Jose French,bronze,708,2025-06-09,New Aliciaborough
4934,Sarah Thomas,gold,755,2021-09-06,West Donaldberg
4935,Stephanie Williamson,silver,629,2021-03-17,West Davidside
4936,Leslie Watkins,silver,725,2021-09-04,Charlesberg
4937,Kenneth Santos,bronze,345,2021-10-12,New Annemouth
4938,Angela Erickson,silver,720,2025-07-15,Debrafort
4939,Jeremiah Webb,silver,416,2021-08-23,Stevensbury
4940,Anthony Brooks,bronze,670,2021-12-28,Jessicafort
4941,Joseph Pierce,silver,677,2022-01-20,Rossport
4942,Jacob Middleton,bronze,777,2021-04-10,Teresastad
4943,Susan Miller,gold,459,2024-02-11,Simmonstown
4944,Angela Dennis,silver,551,2021-04-01,Port Christopher
4945,Nathan Abbott,bronze,813,2024-04-08,West Kristen
4946,Erik Clark,gold,426,2025-08-11,New April
4947,Keith Cruz,silver,490,2021-08-08,Vegaborough
4948,Amber Short,gold,646,2025-08-11,Lake Amber
4949,Courtney Johnson,gold,326,2025-02-03,New Anthonyberg
4950,Kevin Mitchell,bronze,314,2026-01-09,Jacksonside
4951,Timothy Wood,silver,359,2022-06-13,North Brian
4952,Michael Delgado,silver,344,2022-09-11,Staceyview
4953,Angela Cox,gold,389,2026-02-18,Christophershire
4954,Alexis Johnson,silver,462,2025-10-24,Danielleshire
4955,Scott Walters,gold,742,2024-09-27,North Yolandatown
4956,Kevin Diaz,silver,683,2021-03-28,East William
4957,Lisa Fischer,silver,806,2024-10-09,Youngport
4958,Justin Elliott,bronze,737,2021-04-09,Lake John
4959,Kathleen Wade,bronze,743,2022-09-07,Mortonland
4960,Charlene Hernandez,bronze,480,2023-09-19,Lake Stanleyburgh
4961,Edward Reed,silver,636,2023-02-19,Martinland
4962,Susan Tyler,bronze,468,2023-12-16,Campbellmouth
4963,Joshua Roberts,silver,620,2024-05-26,West Joshuastad
4964,Kimberly Mcbride,gold,647,2024-12-15,West Adamland
4965,Margaret Dyer,silver,479,2024-12-23,North Michaelfurt
4966,James Smith,bronze,380,2021-04-21,Port Brianna
4967,Joshua Bryant,bronze,675,2021-04-07,North Brianna
4968,Lauren White,gold,608,2025-07-30,Lake John
4969,Michael Valencia,gold,609,2022-08-07,North Adam
4970,Mary White,silver,544,2022-08-28,Port Joshualand
4971,Dominique Mcmahon,bronze,761,2023-07-22,Laurentown
4972,James Peters,bronze,517,2025-08-16,Lake Carrie
4973,Pam Lewis,silver,465,2025-11-09,Dennisbury
4974,Teresa Chen,bronze,813,2024-07-26,Port Kathyborough
4975,Ronald Cooley,bronze,602,2025-02-21,New Brandy
4976,Joe Rodriguez DDS,gold,558,2023-04-27,East Angelica
4977,Jessica Gonzalez,silver,401,2023-04-05,Lake Ronald
4978,Jeremy Reynolds,bronze,709,2021-05-16,Daniellestad
4979,Felicia Anderson,silver,705,2022-12-11,Port Corey
4980,Herbert Miller DDS,gold,688,2023-01-30,Davisville
4981,Robert Moore,gold,734,2023-12-02,Robertchester
4982,Erica Faulkner,silver,477,2024-05-10,Howardborough
4983,Katrina Fernandez,gold,837,2021-07-03,Lake Meganmouth
4984,Laura Glover,silver,663,2022-10-20,West Michaelview
4985,Teresa Townsend,silver,527,2025-03-14,Kelleyhaven
4986,Brandon Harrison,gold,637,2022-06-18,East Jason
4987,Robin Edwards,silver,809,2021-05-16,South Timothy
4988,Margaret Elliott,gold,834,2025-01-31,Smithshire
4989,Cody Taylor,silver,678,2024-02-01,Mccormickville
4990,Logan Burke,gold,708,2021-06-25,Taylorfort
